Президент,,,
,,,
Адміністрація президента / Секретаріат президента,,,
,,"Державне науково-виробниче підприємство ""АЛКОН-Твердосплав""",
,,"Державне науково-виробниче підприємство ""Рубін""",
,,"Державне підприємство ""Академпроект"" НАН України",
,,"Державне підприємство ""АЛКОН-Діамант""",
,,"Державне підприємство ""Великий конференц-зал""",
,,"Державне підприємство ""Госпрозрахунковий науково-технологічний центр газотермічних покриттів ""Дельта""",
,,"Державне підприємство ""Готельний комплекс ""Феофанія"" НАН України""",
,,"Державне підприємство ""Державний науково-технічний центр ""Новітні матеріали і технології порошкової металургії""",
,,"Державне підприємство ""Державний науково-технічний центр з ядерної та радіаційної безпеки"" Держатомрегулювання України та НАН України",
,,"Державне підприємство ""Джанкойсько-Сиваський дослідно-експериментальний завод Інституту хімії поверхні ім.О.О.Чуйка НАН України""",
,,"Державне підприємство ""Дисит""",
,,"Державне підприємство ""Дослідне виробництво Інституту хімії високомолекулярних сполук НАН України""",
,,"Державне підприємство ""Дослідне конструкторсько-технологічне бюро Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Дослідний експериментально-механічний завод""",
,,"Державне підприємство ""Дослідний завод зварювальних матеріалів Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Дослідний завод спецелектрометалургії Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Екотерм"" Інституту технічної теплофізики",
,,"Державне підприємство ""Експериментальне виробництво Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Завод хімічних реактивів""",
,,"Державне підприємство ""Земля""",
,,"Державне підприємство ""Інженерний центр електронно-променевого зварювання"" Інституту електрозварювання ім.Є.О.Патона",
,,"Державне підприємство ""Інженерно-виробничий центр АЛКОН""",
,,"Державне підприємство ""Інститут машин і систем"" Державного агентства України з управління державними корпоративними правами та майном і НАН України",
,,"Державне підприємство ""КАТЕК"" Інституту фізичної хімії ім. Л. В. Писаржевського",
,,"Державне підприємство ""Кримський науково-технічний центр енергозбереження та нетрадиційної енергетики Інституту відновлюваної енергетики НАН України""",
,,"Державне підприємство ""Лікувально-профілактичний комплекс ""Феофанія"" НАН України""",
,,"Державне підприємство ""Міжвідомчий науковий центр кріобіології і кріомедицини"" НАН України, АМН України та МОЗ України",
,,"Державне підприємство ""Міжгалузевий науково-технічний центр вітроенергетики Інституту відновлюваної енергетики НАН України""",
,,"Державне підприємство ""Міжгалузевий учбово-атестаційний центр Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Міжнародний центр електронно-променевих технологій Інституту електрозварювання ім.Є.О.Патона""",
,,"Державне підприємство ""Наукова лабораторія кріочутливості та кріорезистентності біологічних об’єктів при їх збереженні в тканинному банку"" Інституту проблем кріобіології і кріомедицини",
,,"Державне підприємство ""Науково-виробничий центр ""Титан"" Інституту електрозварювання ім.Є.О.Патона",
,,"Державне підприємство ""Науково-технічний інженерний центр проблем водоочистки та водозбереження (НТІЦ ""Водообробка"") Фізико-хімічного інституту ім.О.В.Богатського""",
,,"Державне підприємство ""Науково-технічний центр енергетичного приладобудування"" Інституту технічної теплофізики",
,,"Державне підприємство ""Науково-технічний центр імунобіотехнології"" НТК ""Інститут монокристалів""",
,,"Державне підприємство ""Науково-технічний центр новітніх технологій""",
,,"Державне підприємство ""Науково-технологічний центр ""Базальтоволокнисті матеріали""",
,,"Державне підприємство ""Науково-технологічний центр ""Берилій""",
,,"Державне підприємство ""РАДМА"" Інституту фізичної хімії ім. Л. В. Писаржевського",
,,"Державне підприємство ""Санаторно-оздоровчий комплекс ""Гілея"" НТК ІЕЗ ім. Є. О. Патона НАН України""",
,,"Державне підприємство ""Спеціальне конструкторсько-технологічне бюро Інституту проблем міцності ім. Г. С. Писаренка""",
,,"Державне підприємство ""Спортивний лікувально-відновлювальний центр"" ІЕЗ ім. Є. О. Патона НАН України""",
,,Державне підприємство «КОЛОРАН» Інституту фізичної хімії ім. Л. В. Писаржевського,
,,Державне підприємство «Центр археології Києва Інституту археології НАН України»,
,,"Державне підприємство з відновлення основних засобів ""Академвторресурс""",
,,"Державне підприємство інженерний центр ""Львівантикор""",
,,"Державне підприємство Інженерний центр ""Сушка"" Інституту технічної теплофізики",
,,"Державне підприємство інженерний центр ""Техно-Ресурс""",
,,Державне підприємство Науково-телекомунікаційний центр «Українська академічна і дослідницька мережа» Інституту фiзики конденсованих систем,
,,Державне управління матеріально-технічного забезпечення,
,,"Державний дендрологічний парк ""Олександрія""",
,,Державний науково-дослідний інститут інформатизації та моделювання економіки Мінекономрозвитку і торгівлі України та НАН України,
,,"Державний науково-дослідний медико-інженерний центр немедикаментозного оздоровлення, реабілітації, терапії ""НОРТ"" при Інституті експериментальної патології, онкології і радіобіології ім.Р.Є.Кавецького",
,,Державний науково-інженерний центр зварювання та контролю в галузі атомної енергетики України,
,,Державний природознавчий музей,
,,Донецький ботанічний сад,
,,Донецький науковий центр НАН України та МОН України,
,,Донецький фізико-технічний інститут ім. О.О. Галкіна,
,,Дослідне виробництво Інституту механіки ім. С. П. Тимошенка,
,,Дослідне виробництво Інституту органічної хімії,
,,Дослідне виробництво Інституту проблем машинобудування ім. А. М. Підгорного,
,,Дослідне виробництво Інституту фізико-органічної хімії і вуглехімії ім. Л. М. Литвиненка,
,,"Дослідне конструкторське виробництво медичного приладобудування при Інституті експериментальної патології, онкології і радіобіології ім.Р.Є.Кавецького",
,,Дослідне конструкторсько-технологічне бюро з інтенсифікації теплообмінних процесів Інституту технічної теплофізики,
,,Дослідне сільськогосподарське виробництво Інституту фізіології рослин і генетики,
,,Дослідний завод Інституту імпульсних процесів і технологій,
,,"Дослідний завод ННЦ ""ХФТІ""",
,,Дунайський біосферний заповідник,
,,Експериментальне виробництво Інституту імпульсних процесів і технологій,
,,Експериментальне відділення Морського гідрофізичного інституту,
,,Експериментальний завод медпрепаратів Інституту біоорганічної хімії та нафтохімії,
,,Експериментально-виробниче підприємство Інституту чорної металургії ім.З.І.Некрасова,
,,"Експозиційний центр ""Наука""",
,,Житомирське спеціальне бюро засобів моделювання з дослідним виробництвом Інституту проблем моделювання в енергетиці ім.Г.Є.Пухова,
,,Закарпатський регіональний Центр соціально-економічних і гуманітарних досліджень НАН України,
,,"Запорізький науково-інженерний центр з плазмових технологій науково-технічного комплексу ""Інститут електрозварювання ім.Є.О.Патона""",
,,"ЗАТ ""Дослідний завод зварювального устаткування Інституту електрозварювання ім. Є.О.Патона""",
,,Західний науковий центр НАН України та МОН України,
,,"Зовнішньоторговельна фірма ""ІнтерАН""",
,,Інженерний центр зварювання тиском Інституту електрозварювання ім.Є.О.Патона,
,,Інноваційний центр,
,,Інститут археології,
,,Інститут біоколоїдної хімії ім. Ф. Д. Овчаренка,
,,Інститут біології клітини,
,,Інститут біології південних морів ім.О.О.Ковалевського,
,,Інститут біоорганічної хімії та нафтохімії,
,,Інститут біохімії ім.О.В.Палладіна,
,,Інститут ботаніки ім. М.Г. Холодного,
,,Інститут відновлюваної енергетики,
,,Інститут вугільних енерготехнологій,
,,Інститут газу,
,,Інститут географії,
,,Інститут геології і геохімії горючих копалин,
,,Інститут геологічних наук,
,,Інститут геотехнічної механіки ім. М. С. Полякова,
,,Інститут геофізики ім. С. І. Субботіна,
,,"Інститут геохімії, мінералогії та рудоутворення ім.М.П.Семененка",
,,Інститут гідробіології,
,,Інститут гідромеханіки,
,,Інститут демографії та соціальних досліджень імені М. В. Птухи,
,,Інститут держави і права ім. В. М. Корецького,
,,Інститут екології Карпат,
,,Інститут економіки промисловості,
,,Інститут економіко-правових досліджень,
,,"Інститут експериментальної патології, онкології і радіобіології ім.Р.Є.Кавецького",
,,Інститут електродинаміки,
,,Інститут електрозварювання ім.Є.О.Патона,
,,Інститут електронної фізики,
,,Інститут електрофiзики і радіаційних технологій,
,,Інститут енциклопедичних досліджень,
,,Інститут загальної енергетики,
,,Інститут загальної та неорганічної хімії ім. В. І. Вернадського,
,,Інститут зоології ім.І.І.Шмальгаузена,
,,Інститут Івана Франка,
,,Інститут імпульсних процесів і технологій,
,,Інститут іоносфери НАН України та МОН України,
,,Інститут історії України,
,,Інститут кібернетики ім. В.М. Глушкова,
,,Інститут клітинної біології та генетичної інженерії,
,,Інститут колоїдної хімії та хімії води ім. А. В. Думанського,
,,Інститут космічних досліджень НАН та НКА України,
,,Інститут літератури ім. Т. Г. Шевченка,
,,Інститут магнетизму НАН України та МОН України,
,,Інститут математики,
,,Інститут металофізики ім. Г.В. Курдюмова,
,,Інститут механіки ім. С. П. Тимошенка,
,,"Інститут мистецтвознавства, фольклористики та етнології ім. М. Т. Рильського",
,,Інститут мікробіології і вірусології ім.Д.К.Заболотного,
,,Інститут мовознавства ім. О. О. Потебні,
,,Інститут молекулярної біології і генетики,
,,Інститут монокристалів,
,,Інститут надтвердих матеріалів ім.В.М.Бакуля,
,,Інститут народознавства,
,,Інститут органічної хімії,
,,Інститут політичних і етнонаціональних досліджень ім. І. Ф. Кураса,
,,Інститут прикладних проблем механіки і математики ім. Я. С. Підстригача,
,,Інститут прикладних проблем фізики і біофізики,
,,Інститут прикладної математики і механіки,
,,Інститут прикладної фізики,
,,Інститут проблем безпеки атомних електростанцій,
,,Інститут проблем кріобіології і кріомедицини,
,,Інститут проблем математичних машин та систем,
,,Інститут проблем матеріалознавства ім.І.М.Францевича,
,,Інститут проблем машинобудування ім. А.М. Підгорного,
,,Інститут проблем міцності ім. Г. С. Писаренка,
,,Інститут проблем моделювання в енергетиці ім.Г.Є.Пухова,
,,Інститут проблем природокористування та екології,
,,Інститут проблем реєстрації інформації,
,,Інститут проблем ринку та економіко-екологічних досліджень,
,,Інститут проблем штучного інтелекту МОН та НАН України,
,,Інститут програмних систем,
,,Інститут радіофізики і електроніки ім.О.Я.Усикова,
,,Інститут регіональних досліджень,
,,Інститут світової економіки і міжнародних відносин,
,,Інститут сорбції та проблем ендоекології,
,,Інститут соціології,
,,Інститут сходознавства ім. А. Ю. Кримського,
,,Інститут сцинтиляційних матеріалів,
,,Інститут телекомунікацій і глобального інформаційного простору,
,,Інститут теоретичної фізики ім. М.М. Боголюбова,
,,Інститут термоелектрики НАН України та МОНмолодьспорту,
,,Інститут технічної механіки НАН України і НКА України,
,,Інститут технічної теплофізики,
,,Інститут транспортних систем і технологій,
,,Інститут українознавства ім. І. Крип'якевича,
,,Інститут української археографії та джерелознавства ім. М. С. Грушевського,
,,Інститут української мови,
,,Інститут фізики,
,,Інститут фізики гірничих процесів,
,,Інститут фізики конденсованих систем,
,,Інститут фізики напівпровідників ім. В.Є.Лашкарьова,
,,Інститут фізико-органічної хімії і вуглехімії ім. Л. М. Литвиненка,
,,Інститут фізичної хімії ім. Л. В. Писаржевського,
,,Інститут фізіології ім.О.О.Богомольця,
,,Інститут фізіології рослин і генетики,
,,Інститут філософії ім. Г. С. Сковороди,
,,Інститут хімії високомолекулярних сполук,
,,Інститут хімії поверхні ім. О. О. Чуйка,
,,Інститут чорної металургії ім. З.І. Некрасова,
,,Інститут ядерних досліджень,
,,Калуський дослідно-експериментальний завод Інституту хімії поверхні,
,,Карадазький природний заповідник,
,,"Кардіологічний санаторій ""Ворзель""",
,,Карпатське відділення Інституту геофізики ім. С. І. Субботіна,
,,Київський університет права,
,,Кібернетичний центр,
,,Криворізький ботанічний сад,
,,Кримська лазерна обсерваторія Головної астрономічної обсерваторії,
,,Кримське відділення Інституту сходознавства ім. А. Ю. Кримського,
,,Кримський науковий центр НАН України та МОН України,
,,Кримський філіал Інституту археології,
,,Лікарня для вчених НАН України,
,,Луганський природний заповідник,
,,Львівська національна наукова бібліотека України імені В. Стефаника,
,,Львівське відділення Інституту української археографії та джерелознавства ім. М. С. Грушевського,
,,Львівський центр Інституту космічних досліджень НАН України та НКА України,
,,"Мале державне науково-виробниче впроваджувальне підприємство ""ЕКМА""",
,,"Мале державне науково-виробниче підприємство ""ЛІНАТЕК""",
,,Міжвідомче відділення електрохiмiчної енергетики,
,,"Міжгалузевий науково-технологічний центр видобутку руд і переробки рідкісних, благородних та супутніх металів ""Дорогметтехнологія""",
,,"Міжнародна асоціація ""Зварювання""",
,,Міжнародна школа україністики,
,,Міжнародний інститут клітинної біології,
,,Міжнародний математичний центр ім. Ю. О. Митропольського,
,,Міжнародний науково-навчальний центр інформаційних технологій та систем НАН України та МОН України,
,,"Міжнародний центр ""Інститут прикладної оптики""",
,,Міжнародний центр астрономічних та медико-екологічних досліджень,
,,Міжнародний центр молекулярної фізіології,
,,Морський гідрофізичний інститут,
,,"Навчально-науковий комплекс ""Інститут прикладного системного аналізу"" Національного технічного університету України ""Київський політехнічний інститут"" МОН України та НАН України",
,,Навчально-науковий центр «Фізико-хімічне матеріалознавство» Київського Національного університету ім. Тараса Шевченка та НАН України,
,,Науковий центр аерокосмічних досліджень Землі Інституту геологічних наук НАН України,
,,Науковий центр проблем моделювання в екології та рекреаційній географії,
,,Науково-виробниче підприємство Видавництво «Наукова думка»,
,,"Науково-виробничий центр ""ЕКОСІ-Гідрофізика""",
,,Науково-виробничий центр з інформаційних проблем територій Iнституту прикладних проблем механіки і математики ім. Я. С. Підстригача,
,,Науково-дослідний інститут мікроприладів,
,,Науково-дослідний інститут праці і зайнятості населення Міністерства соціальної політики України і НАН України,
,,Науково-дослідний центр «Рятівна археологічна служба» Інституту археології НАН України,
,,Науково-дослідний центр індустріальних проблем розвитку,
,,Науково-дослідний центр інформаційних технологій Інституту економіки промисловості,
,,"Науково-інженерний центр ""Матеріалообробка вибухом"" Інституту електрозварювання ім.Є.О.Патона",
,,Науково-інженерний центр радіогідрогеоекологічних полігонних досліджень,
,,"Науково-технічний комплекс ""Інститут електрозварювання ім.Є.О.Патона""",
,,"Науково-технічний концерн ""Інститут проблем машинобудування""",
,,"Науково-технічний центр ""ВЕГА"" Інституту імпульсних процесів і технологій",
,,"Науково-технічний центр ""Композиційні матеріали""",
,,"Науково-технічний центр ""Перспективні технології"" Інституту електрозварювання ім.Є.О.Патона",
,,"Науково-технічний центр забезпечення якості та сертифікації ""Сепроз""",
,,Науково-технічний центр панорамних акустичних систем,
,,Науково-технологічний алмазний концерн «Алкон»,
,,"Науково-технологічний комплекс ""Інститут монокристалів""",
,,Науково-технологічний центр «Реактивелектрон»,
,,Науково-технологічний центр паливно-енергетичних ресурсів НАН України,
,,Науково-учбовий центр прикладної інформатики,
,,Національна бібліотека України ім. В. І. Вернадського,
,,Національний ботанічний сад ім.М.М.Гришка,
,,"Національний дендрологічний парк ""Софіївка""",
,,Національний історико-археологічний заповідник «Ольвія»,
,,"Національний науковий центр ""Харкiвський фiзико-технiчний інститут""",
,,Національний науковий центр з медико-біотехнічних проблем,
,,Національний науково-природничий музей,
,,"Національний центр ""Мала академія наук України""",
,,Одеський археологічний музей,
,,Океанологічний центр,
,,"Пансіонат ""Агарський мис""",
,,"Пансіонат ""Борей""",
,,"Пансіонат ""Наука""",
,,Південний науковий центр НАН України та МОН України,
,,Північно-східний науковий центр НАН України та МОН України,
,,Піївський експериментальний механічний завод теплообмінних апаратів Інституту технічної теплофізики,
,,Полтавська гравіметрична обсерваторія Інституту геофізики ім. С. І. Субботіна,
,,Президія НАН України,
,,Придніпровський науковий центр НАН України та МОН України,
,,Радіоастрономічний інститут,
,,Розплідник дослідних тварин,
,,Спеціальне конструкторсько-технологічне бюро з дослідним виробництвом Інституту проблем кріобіології і кріомедицини,
,,Спеціальне конструкторсько-технологічне бюро з дослідним виробництвом Інституту фізики напівпровідників ім. В. Є. Лашкарьова,
,,Спеціальне конструкторсько-технологічне бюро з дослідним виробництвом Фізико-хімічного інституту ім. О. В. Богатського,
,,Спеціальне конструкторсько-технологічне бюро з експериментальним виробництвом Інституту загальної та неорганічної хімії ім. В. І. Вернадського,
,,Спеціальне конструкторсько-технологічне бюро Інституту геотехнічної механіки ім. М. С. Полякова,
,,Спеціальне конструкторсько-технологічне бюро Інституту геофізики ім. С. І. Субботіна,
,,Спеціальне конструкторсько-технологічне бюро Інституту проблем безпеки атомних електростанцій,
,,Спеціальне конструкторсько-технологічне бюро Інституту проблем машинобудування ім. А. М. Підгорного,
,,Спеціальне конструкторсько-технологічне бюро Інституту технічної механіки НАН України і НКА України,
,,Спеціальне конструкторсько-технологічне бюро Морського гідрофізичного інституту,
,,Спеціальне конструкторсько-технологічне бюро систем управління з дослідним виробництвом Iнституту прикладної математики і механіки,
,,Спеціальне конструкторсько-технологічне бюро фізичного приладобудування з дослідним виробництвом Інституту фізики,
,,"Спільне українсько-американське науково-виробниче підприємство ""Нові матеріали і технології""",
,,Технічний центр,
,,Технологічний комплекс Інституту проблем матеріалознавства ім.І.М.Францевича НАН України,
,,"Технологічний парк ""Інститут монокристалів""",
,,"Технологічний парк ""Напівпровідникові технології і матеріали, оптоелектроніка та сенсорна техніка""",
,,Ужгородський науково-технологічний центр матеріалів оптичних носіів інформації Інституту проблем реєстрації інформації,
,,"Український державний науково-дослідний і проектно-конструкторський інститут гірничої геології, геомеханіки і маркшейдерської справи",
,,Український мовно-інформаційний фонд,
,,Український науково-дослідний гідрометеорологічний інститут МНС України та НАН України,
,,Український науково-дослідний інститут гірського лісівництва ім.П.С.Пастернака Держлісагентства України та НАН України,
,,"Український ордена ""Знак Пошани"" науково-дослідний інститут лісового господарства та агролісомеліорації ім.Г.М.Висоцького Держкомлісгоспу та НАН України",
,,Український степовий природний заповідник,
,,Фізико-механічний інститут ім.Г.В.Карпенка,
,,Фізико-технічний інститут низьких температур ім.Б.І.Вєркіна,
,,Фізико-технічний навчально-науковий центр,
,,Фізико-технологічний інститут металів та сплавів,
,,Фізико-хімічний інститут ім. О. В. Богатського,
,,Херсонська гідробіологічна станція,
,,Центр гуманітарної освіти,
,,Центр досліджень науково-технічного потенціалу та історії науки ім.Г.М.Доброва,
,,Центр інтелектуальної власності та передачі технологій,
,,Центр математичного моделювання Інституту прикладних проблем механіки і математики ім. Я. С. Підстригача,
,,Центр менеджменту та маркетингу в галузі наук про Землю Інституту геологічних наук,
,,Центр наукових досліджень і викладання іноземних мов,
,,Центр пам’яткознавства НАН України і Українського товариства охорони пам’яток історії та культури,
,,Центр перспективних соціальних досліджень Міністерства соціальної політики України та НАН України,
,,Центр практичної інформатики,
,,"Центр розвитку малого бізнесу ""Харківські технології""",
,,"Центральне конструкторське бюро машинобудування ""Донець""",
,,Чернівецьке відділення Інституту проблем матеріалознавства ім.Францевича,
,,Чорноморський біосферний заповідник,
,,,
Національна академія педагогічних наук,,,
,Установа НАПН,,
,,ДНВЗ Університет менеджменту освіти,
,,ДНПБ України імені В.О.Сухомлинського,
,,Інститут вищої освіти,
,,Інститут інформаційних технологій і засобів навчання,
,,Інститут обдарованої дитини,
,,Інститут педагогіки,
,,Інститут педагогічної освіти і освіти дорослих,
,,Інститут проблем виховання,
,,Інститут професійно-технічної освіти,
,,Інститут психології імені Г.С.Костюка,
,,Інститут соціальної та політичної психології,
,,Інститут спеціальної педагогіки,
,,Львівський НПЦ професійно-технічної освіти,
,,НМЦ Українська етнопедагогіка і народознавство,
,,ННЦ професійно-технічної освіти,
,,Педагогічний музей України,
,,Український НМЦ практичної психології і соціальної роботи,
,,,
Національна академія аграрних наук,,,
,Установа НААН,,
,,Біосферний заповідник “Асканія-Нова” імені Ф.Е. Фальц-Фейна НААН,
,,Буковинська державна сільськогосподарська дослідна станція НААН,
,,Відділення аграрної економіки і продовольства,
,,Відділення ветеринарної медицини,
,,"Відділення землеробства, меліорації та механізації",
,,Відділення зоотехнії,
,,Відділення наукового забезпечення інноваційного розвитку,
,,Відділення рослинництва,
,,Державна дослідна станція птахівництва НААН,
,,"Державне підприємство ""Науково-технічний центр сертифікаці ""АгроСЕПРО"" НААН",
