"","id","name","position","office","region","year","income","income_family","income_salary","income_salary_family","income_teaching","income_teaching_family","income_royalties","income_royalties_family","income_dividents","income_dividents_family","income_help","income_help_family","income_gifts","income_gifts_family","bank_deps","bank_deps_family","flat_area","flat_area_family","house_area","house_area_family","land_area","land_area_family","cars","cars_family","cars_cargo","cars_cargo_family","cars_info","cars_family_info","cars_info_year","cars_family_info_year"
"30","vulyk_1_1561","Борсук Олександра Володимирівна","прокурор прокуратури Богуславського району","Прокуратура","Київська область","2014",71811,0,71811,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"31","vulyk_1_711","Гандз Микола Михайлович","начальник Мостиського районного управління юстиції Львівської області","Головне управління юстиції","Львівська область","2013",64554,71995,42781,38617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,0,37726,62803,0,1,0,0,";;;;;","Mazda 626;;;;;",";;;;;","1999;;;;;"
"32","vulyk_1_1763","Подоба Альона Віталіївна","прокурор прокуратури Печерського району м. Києва","Прокуратура","м. Київ","2014",82145,0,82145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"33","vulyk_1_742","Рудніченко Оксана Миколаївна","суддя Апеляційного суду Київської області","Загальний апеляційний суд","Київська область","2013",214743.83,0,202126.83,0,0,0,0,0,0,0,12617,0,0,0,0,0,0,38.9,0,0,0,0,1,0,0,0,"Suzuki Jimny;;;;;",";;;;;","2013;;;;;",";;;;;"
"34","vulyk_1_1681","Корнаш Іван Васильович","старший прокурор прокуратури Закарпатської області з питань правового забезпечення","Прокуратура","Закарпатська область","2014",203038,65133,115738,65133,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1.037,0.015,2,0,0,0,"Renault Duster;Mitsubishi Colt;;;;",";;;;;","2011;2006;;;;",";;;;;"
"35","vulyk_1_1465","Гуцол Олександр Миколайович","прокурор прокуратури Святошинського району міста Києва","Прокуратура","м. Київ","2014",83099,0,83099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Opel Vectra;;;;;",";;;;;","2007;;;;;",";;;;;"
"36","vulyk_1_451","Матвійчук Людмила Володимирівна","суддя апеляційного суду Волинської області","Загальний апеляційний суд","Волинська область","2013",236030,26100,235848,26100,0,0,0,0,182,0,0,0,0,0,0,0,48.6,0,0,0,1000,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"37","vulyk_1_1388","Житник Інна Миколаївна","спеціаліст І категорії прокуратури Володарського району Київської області","Прокуратура","Київська область","2014",64946,0,64946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"38","vulyk_1_1167","Білоконенко Вікторія Вікторівна","головний спеціаліст з питань захисту державних таємниць прокуратури Обухівського району Київської області","Прокуратура","Київська область","2014",62206,68350,62206,68350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,6300,2500,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"39","vulyk_1_56","Буцан Юлія Володимирівна","головний спеціаліст відділу з питань банківського, фінансового та зовнішньоекономічного законодавства Управління державної реєстрації нормальвно-правових актів Департаменту реєстрації та систематизації нормативних актів у правоосвітницької діяльності Міністерства юстиції України","Міністерство юстиції","Загальнодержавний регіон","2013",89122,386267,80592,386267,0,0,0,0,0,0,8530,0,0,0,0,0,68,201.8,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"40","vulyk_1_158","Суворов Валерій Олексійович","суддя апеляційного суду Одеської області","Загальний апеляційний суд","Одеська область","2013",261432,195254,248815,182689,0,0,0,0,0,1095,12617,11470,0,0,27080,0,0,288.8,0,0,0,0,1,1,0,0,"Volkswagen Touareg;;;;;","Honda CR-V;;;;;","2013;;;;;","2008;;;;;"
"41","vulyk_1_1511","Шаповалов Ігор Валерійович","прокурор прокуратури Святошинського району м. Києва","Прокуратура","м. Київ","2014",93102,53061,83799,51354,0,0,0,0,0,0,9303,1707,0,0,0,0,42.6,37.8,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"42","vulyk_1_75","Наливайко Євгенія Миколаївна","суддя, заступник голови господарського суду Кіровоградської області","Господарський місцевий суд","Кіровоградська область","2013",281921,14023,212567,14023,0,0,0,0,0,0,0,0,0,0,0,0,53.95,17.99,102,0,109693,3300,2,0,0,0,"Mazda 3;Mazda 6;;;;",";;;;;","2005;2009;;;;",";;;;;"
"43","vulyk_1_1357","Слабко Роман Юрійович","прокурор прокуратури Дарницького району м. Києва","Прокуратура","м. Київ","2014",58780,0,58780,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,315,0,1,0,0,0,"Lexus LX 570;;;;;",";;;;;","2008;;;;;",";;;;;"
"44","vulyk_1_1213","Хвостенко Наталія Павлівна","головний спеціаліст з питань захисту державних таємниць прокуратури м. Біла Церква","Прокуратура","Київська область","2014",90931,0,90931,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"45","vulyk_1_1042","Гуль Володимир Ігорович","прокурор відділу прокуратури Тернопільської області, старший прокурор прокуратури Бережанського району Тернопільської області","Прокуратура","Тернопільська область","2014",80700,110297,80539,85587,0,0,0,0,0,0,0,0,0,0,3835,0,0,52,0,356,0,2405,0,2,0,0,";;;;;","Mitsubishi Pajero Sport;Kia Soul;;;;",";;;;;","2007;2011;;;;"
"46","vulyk_1_44","Шевчук Ольга Анатоліївна","суддя Одеського апеляційного адміністративного суду","Апеляційний адміністративний суд","Одеська область","2013",565209.89,146539,216278.27,146539,0,0,0,0,33.42,0,0,0,0,0,12525,0,0,47.5,0,0,0,500,1,1,0,0,"Volkswagen Tiguan;;;;;","ВАЗ 2109;;;;;","2013;;;;;","1991;;;;;"
"47","vulyk_1_660","Галапац Ігор Іванович","суддя апеляційного суду Львівської області","Загальний апеляційний суд","Львівська область","2013",302275,0,256190,0,0,0,0,0,0,0,12617,0,0,0,0,0,99.8,0,0,0,0,0,1,0,0,0,"Mitsubishi Wagon;;;;;",";;;;;","2009;;;;;",";;;;;"
"48","vulyk_1_1105","Лисенко Неля Михайлівна","заступник начальника відділу представництва інтересів громадян і держави в судах, управління представництва, захисту інтересів громадян та держави в судах прокуратури області","Прокуратура","","2014",203738,18080,148983,15200,0,0,0,0,4623,0,0,0,0,0,0,0,20.5,40.9,0,0,0,0,0,2,0,0,";;;;;","Citroen Berlingo;Peugeot Partner;;;;",";;;;;","2005;1999;;;;"
"49","vulyk_1_1559","Бура Вікторія Олександрівна","прокурор прокуратури Дарницького району м. Києва","Прокуратура","м. Київ","2014",92136,12437,91976,12437,0,0,0,0,0,0,0,0,0,0,0,0,33.4,33.4,0,0,0,1100,0,1,0,0,";;;;;","Skoda Octavia A5;;;;;","2007;;;;;","2007;;;;;"
"50","vulyk_1_1477","Пагут Оксана Степанівна","старший прокурор прокуратури Гусятинського району","Прокуратура","Тернопільська область","2014",174985,31707,69443,31707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32582,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"51","vulyk_1_1650","Діденко Катерина Анатоліївна","начальник відділу з питань розгляду листів та прийому громадян прокуратури Полтавської області","Прокуратура","Полтавська область","2014",264054,0,176994,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0,32324,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"52","vulyk_1_1390","Волкова Юлія Вікторівна","головний спеціаліст відділу організаційного та кадрового забезпечення прокуратури Тернопільської області","Прокуратура","Тернопільська область","2014",68457,67242,68457,67241,0,0,0,0,0,1,0,0,0,0,501,0,61.85,39.25,0,0,0,0,0,1,0,0,";;;;;","ЗАЗ 110307;;;;;",";;;;;","2004;;;;;"
"53","vulyk_1_1648","Іщенко Андрій Андрійович","прокурор прокуратури Володарського району Київської області","Прокуратура","Київська область","2014",73302,0,73302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"54","vulyk_1_1201","Дорогейко Дмитро Володимирович","прокурор відділу представництва громадян і держави в судах Управління представництва, захисту інтересів громадян та держави в судах прокуратури Полтавської області","Прокуратура","Полтавська область","2014",77723,10500,77723,0,0,0,0,0,0,0,0,10500,0,0,0,0,80,80,0,0,0,0,1,0,0,0,"Skoda Octavia;;;;;",";;;;;","2004;;;;;",";;;;;"
"55","vulyk_1_1706","Братанов Богдан Вікторович","прокурор прокуратури Обухівського району Київської області","Прокуратура","Київська область","2014",74412,0,74412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"56","vulyk_1_63","Палагицька Ганна Сергіївна","провідний спеціаліст відділу з питань діяльності місцевих органів виконавчої влади Управління конституційного та адміністративного законодавства Департаменту конституційного, адміністративного та соціального законодавства Міністерства юстиції України","Міністерство юстиції","Загальнодержавний регіон","2013",46644,0,41212,0,0,0,0,0,0,0,5432,0,0,0,0,0,86.7,0,0,0,0,0,1,0,0,0,"Kia Sportage;;;;;",";;;;;","1996;;;;;",";;;;;"
"57","vulyk_1_108","Сторчак Володимир Юрійович","суддя Вінницького апеляційного адміністративного суду","Апеляційний адміністративний суд","Вінницька область","2013",260455.17,41484.23,232765.17,41484.23,0,0,0,0,0,0,0,0,0,0,7500,0,0,64.6,75.9,0,1200,0,1,0,0,0,"Lexus GS 350;;;;;",";;;;;","2007;;;;;",";;;;;"
"58","vulyk_1_329","Вітюк Володимир Жанович","суддя апеляційного суду Хмельницької області","Загальний апеляційний суд","Хмельницька область","2013",245407.16,210403.57,227790.16,197786.57,0,0,0,0,5000,0,12617,12617,0,0,0,0,50,50,120,0,0.14,0,4,1,0,0,"ВАЗ 21011;Ford Mondeo;SsangYong Korando;ЗАЗ;;","Mitsubishi Galant;;;;;","1979;2010;2013;1972;;","2008;;;;;"
"59","vulyk_1_82","Гриб Юлія Валентинівна","провідний спеціаліст відділу з питань законодавства про інформацію Управління соціально трудового та гуманітарного законодавства Департаменту конституційного, адміністративного та соціального законодавства","Міністерство юстиції","Загальнодержавний регіон","2013",12948,847250,0,0,0,0,0,0,0,0,12948,0,0,0,0,0,0,45.8,0,0,0,0,0,1,0,0,";;;;;","Renault Koleos;;;;;",";;;;;","2010;;;;;"
"60","vulyk_1_1852","Павленко Олексій Михайлович","міністр аграрної політики та продовольства України","","","2014",24452,876535,21313,52684,0,0,0,0,4139,75413,0,0,0,0,35474,0,97.2,395.1,493.8,0,3173,0,2,3,0,0,"Lexus LX 570;Hyundai i30 (1582; 113,4 кс);;;;","Toyota RAV 4;Lexus RX 350;KIA Sorento (2497);;;","2010;2011;;;;","2008;2009;2009;;;"
"61","vulyk_1_797","Лозко Юлія Петрівна","суддя апеляційного суду Луганської області","Загальний апеляційний суд","Луганська область","2013",387746,0,209553,0,0,0,0,0,0,0,0,0,163323,0,0,0,250.8,0,53.6,0,0.2198,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"62","vulyk_1_1302","Бобіта Андрій Вікторович","прокурор прокуратури Дніпровського району м. Києва","Прокуратура","м. Київ","2014",100014,0,65202,0,0,0,0,0,30345,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"63","vulyk_1_189","Фельмецгер Юлія Вікторівна","провідний спеціаліст відділу організації державної ресєстрації речових прав на нерухоме майно нотаріусами Управління нотаріату та фінансового моніторингу Департаменту нотаріату та банкрутства","Міністерство юстиції","Загальнодержавний регіон","2013",41125,0,37269,0,0,0,0,0,0,0,3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"64","vulyk_1_449","Мартинюк Максим Петрович","голова Державної архітектурно-будівельної інспекції України","Державна архітектурно-будівельна інспекція","Загальнодержавний регіон","2013",90855.23,61332.13,90855.23,33332.13,0,0,0,0,0,0,0,8000,0,0,0,0,0,75,40,43.7,15366,6162,2,0,0,0,"Toyota Camry;УАЗ-31512;;;;",";;;;;","2012;1996;;;;",";;;;;"
"65","vulyk_1_886","Жувака Сергій Олександрович","прокурор Кагарлицької міжрайонної прокуратури","Прокуратура","Київська область","2014",59963,0,55576,0,0,0,0,0,0,0,1379,0,0,0,0,0,0,0,0,0,43837,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"66","vulyk_1_1054","Галюк Ігор Вікторович","старший прокурор прокуратури Деснянського району м. Києва","Прокуратура","м. Київ","2014",96960,0,96912,0,0,0,0,0,48,0,0,0,0,0,0,0,71.4,0,0,0,0,0,1,0,0,0,"Subaru Legacy;;;;;",";;;;;","2008;;;;;",";;;;;"
"67","vulyk_1_367","Левченко Оксана Іванівна","заступник начальника відділу попереднього розгляду документів Управління документального забезпечення Департаменту організаційного та ресурсного забезпечення","Міністерство юстиції","Загальнодержавний регіон","2013",86875,0,78874,0,0,0,0,0,0,0,8001,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"68","vulyk_1_1117","Плаксій Вікторія Вікторівна","прокурор прокуратури Вишгородського району Київської області","Прокуратура","Київська область","2014",65220,0,65220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"69","vulyk_1_1441","Попович Вікторія Яношівна","прес-секретар прокурора області на правах старшого прокурора прокуратури","Прокуратура","Закарпатська область","2014",154479,21361,126149,15333,0,0,0,0,0,0,17890,5074,0,0,0,0,0,0,0,0,900,0,3,0,0,0,"Mitsubishi Colt;Peugeot 308;Peugeot 307;;;",";;;;;","2008;2012;2006;;;",";;;;;"
"70","vulyk_1_704","Ященко Ірина Юріївна","суддя апеляційного суду Київської області","Загальний апеляційний суд","Київська область","2013",271275.75,128571.69,227458.75,87911.69,0,0,0,0,0,0,12617,4660,0,0,0,0,80.8,80.8,0,0,0,0.5,0,1,0,0,";;;;;","Ford Fusion;;;;;",";;;;;","2011;;;;;"
"71","vulyk_1_115","Іванчишина Алла Василівна","начальник відділу","","","2013",51780,0,49280,0,0,0,0,0,20,0,2430,0,0,0,0,0,63.35,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"72","vulyk_1_1340","Фролова Тамара Миколаївна","спеціаліст 2 категорії секретаріату Прокуратури Полтавської області","Прокуратура","Полтавська область","2014",67473,15586,66973,15586,0,0,0,0,0,0,0,0,500,0,0,0,34.8,45.8,0,0,0,0,0,1,0,0,";;;;;","Audi 80;;;;;",";;;;;","1995;;;;;"
"73","vulyk_1_881","Ониськів Олена Володимирівна","спеціаліст 2 категорії секретаріату прокуратури Тернопільської області","Прокуратура","Тернопільська область","2014",74630,75734,74509,75028,0,0,0,0,121,706,0,0,0,0,6052,0,92.8,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"74","vulyk_1_1155","Валієва Катерина Олександрівна","спеціаліст І категорії прокуратури Обухівського району Київської області","Прокуратура","Київська область","2014",50293,48754,50293,48754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1200,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"75","vulyk_1_1629","Городянина Оксана Миколаївна","спеціаліст ІІ категорії секретаріату прокуратури Полтавської області","Прокуратура","Полтавська область","2014",65335,0,65335,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"76","vulyk_1_898","Філімонюк Ігор Андрійович","заступник Любомильського міжрайонного прокурора Волинської області","Прокуратура","Волинська область","2014",114168,12168,114168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,1,0,0,";;;;;","Toyota Camry;;;;;",";;;;;","2005;;;;;"
"77","vulyk_1_1770","Беженар Максим Георгійович","стажист на посаді прокурора прокуратури Києво-Святошинського району Київської області","Прокуратура","Київська область","2014",10337.52,173579.82,0,168497.27,0,0,0,0,0,0,0,5041.55,0,41,0,0,24.3,67.7,0,0,0,1160,0,1,0,0,";;;;;","Hyundai Tucson;;;;;",";;;;;","2008;;;;;"
"78","vulyk_1_1864","Аваков Арсен Борисович","міністр внутрішніх справ України","Міністерство внутрішніх справ","Загальнодержавний регіон","2014",222395,20216,217670,20216,0,0,0,0,0,0,0,0,609,0,0,9037478,786.8,0,0,0,1200,0,0,0,0,0,";;;;;",";;;;;",";;;;;",";;;;;"
"79","vulyk_1_413","Кондор Роман Юлійович","суддя Апеляційного суду Закарпатської області","Загальний апеляційний суд","Закарпатська область","2013",321556,10807,227226,0,0,0,0,0,14,0,12617,0,0,0,0,0,0,0,0,128,0,1200,1,0,0,0,"ВАЗ-21213;;;;;",";;;;;","2005;;;;;",";;;;;"
"80","vulyk_1_1078","Захаричева Оксана Олександрівна","старший прокурор прокуратури Печерського району м. Києва","Прокуратура","м. Київ","2014",118159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,45,0,0,0,550,1,0,0,0,"Toyota Rav 4;;;;;",";;;;;","2006;;;;;",";;;;;"
